Wall time,Step,Value
1739716778.7690108,2,31.640600204467773
1739716778.7893348,4,44.53120040893555
1739716778.7913496,4,47.65620040893555
1739716778.7994123,5,47.26559829711914
1739716778.8089652,7,51.5625
1739716778.8109803,7,52.73440170288086
1739716778.8235583,9,54.6875
1739716778.8690379,14,58.20309829711914
1739716778.8700361,14,58.20309829711914
1739716778.8772583,15,61.71870040893555
1739716778.8873708,16,59.375
1739716778.9154227,20,62.10940170288086
1739716778.9194226,21,62.5
1739716778.9320147,23,64.84369659423828
1739716778.9350898,23,64.84369659423828
1739716778.940089,24,62.89059829711914
1739716778.9431152,24,65.2343978881836
1739716778.9643862,27,64.0625
1739716778.966387,27,65.625
1739716778.9703877,28,64.84369659423828
1739716778.9840965,30,66.0156021118164
1739716778.9890997,30,65.625
1739716779.0023131,32,67.96869659423828
1739716779.0403059,37,68.3593978881836
1739716779.0403059,37,67.5781021118164
1739716779.0530832,39,68.75
1739716779.0550883,39,68.75
1739716779.0642192,40,68.3593978881836
1739716779.065219,40,67.96869659423828
1739716779.066219,41,67.96869659423828
1739716779.0722263,41,67.5781021118164
1739716779.0850987,43,68.75
1739716779.0996075,45,66.40619659423828
1739716779.1133807,47,67.96869659423828
1739716779.1299236,49,70.7031021118164
1739716779.1409829,50,70.3125
1739716779.1471,51,68.75
1739716779.1471,51,71.09369659423828
1739716779.170326,54,69.9218978881836
1739716779.1809452,55,71.09369659423828
1739716779.1879973,56,71.4843978881836
1739716779.1879973,56,70.3125
1739716779.189998,56,69.53119659423828
1739716779.1919818,56,69.9218978881836
1739716779.1943424,57,71.09369659423828
1739716779.2023566,58,72.2656021118164
1739716779.2099922,58,71.09369659423828
1739716779.2501001,62,72.2656021118164
1739716779.257922,63,72.2656021118164
1739716779.2680867,64,74.21869659423828
1739716779.285201,65,72.65619659423828
1739716779.2882073,66,71.09369659423828
1739716779.2943938,67,71.09369659423828
1739716779.2969022,67,71.875
1739716779.2989087,67,71.4843978881836
1739716779.307931,68,73.0468978881836
1739716779.3084388,68,71.875
1739716779.3119485,69,72.2656021118164
1739716779.312955,69,70.7031021118164
1739716779.3159592,69,73.4375
1739716779.3189566,70,71.875
1739716779.3240886,70,69.9218978881836
1739716779.3240886,70,69.9218978881836
1739716779.343627,72,73.0468978881836
1739716779.3481412,73,73.0468978881836
1739716779.377308,75,70.7031021118164
1739716779.390361,77,72.2656021118164
1739716779.4209945,79,72.65619659423828
1739716779.423509,79,73.4375
1739716779.435062,80,71.875
1739716779.4642453,82,69.9218978881836
1739716779.465803,82,71.09369659423828
1739716779.4779527,84,74.21869659423828
1739716779.4831169,84,72.65619659423828
1739716779.484118,84,73.4375
1739716779.4881172,85,72.65619659423828
1739716779.4881172,85,72.2656021118164
1739716779.4911168,85,72.65619659423828
1739716779.502272,87,74.6093978881836
1739716779.5043502,87,73.8281021118164
1739716779.5098598,88,72.65619659423828
1739716779.5437422,92,75.78119659423828
1739716779.5452518,92,72.65619659423828
1739716779.5492594,93,74.21869659423828
1739716779.5533442,94,74.21869659423828
1739716779.556343,94,75.78119659423828
1739716779.5623417,95,74.21869659423828
1739716779.567001,95,74.21869659423828
1739716779.5700004,96,76.1718978881836
1739716779.5770373,97,73.0468978881836
1739716779.6043205,100,75.3906021118164
1739716779.607845,101,74.6093978881836
1739716779.607845,101,75.78119659423828
1739716779.6189444,102,71.09369659423828
1739716779.6270504,103,75.3906021118164
1739716779.6361344,105,75.3906021118164
1739716779.6652873,108,75.78119659423828
1739716779.6738071,109,76.5625
1739716779.67632,109,73.8281021118164
1739716779.690028,111,73.4375
1739716779.6950505,112,75.3906021118164
1739716779.7000566,112,73.0468978881836
1739716779.7161186,114,76.1718978881836
1739716779.7181196,114,75.3906021118164
1739716779.7251408,115,75.78119659423828
1739716779.7271492,115,75.3906021118164
1739716779.7291489,116,75.3906021118164
1739716779.7291489,116,74.21869659423828
1739716779.7637467,120,75.3906021118164
1739716779.76726,120,75.78119659423828
1739716779.76726,121,74.6093978881836
1739716779.7782795,122,73.8281021118164
1739716779.785202,124,75.78119659423828
1739716779.7902129,124,75.0
1739716779.8048968,127,75.78119659423828
1739716779.8099244,128,76.9531021118164
1739716779.8139772,129,74.21869659423828
1739716779.8169768,129,76.1718978881836
1739716779.8331833,132,76.5625
1739716779.8361814,132,76.1718978881836
1739716779.8492851,134,76.5625
1739716779.8590543,136,74.6093978881836
1739716779.860054,136,74.6093978881836
1739716779.8681765,137,78.125
1739716779.8701735,137,75.0
1739716779.8789487,139,77.34369659423828
1739716779.8799496,139,76.1718978881836
1739716779.8973,142,77.34369659423828
1739716779.8983014,142,76.1718978881836
1739716779.903328,143,75.78119659423828
1739716779.9133527,144,75.78119659423828
1739716779.921863,146,77.34369659423828
1739716779.9280722,146,75.0
1739716779.930071,147,76.1718978881836
1739716779.93107,147,77.34369659423828
1739716779.9320714,147,76.5625
1739716779.9341347,147,76.9531021118164
1739716779.9381335,148,75.3906021118164
1739716779.9426396,149,77.34369659423828
1739716779.951151,150,76.5625
1739716779.9521499,150,79.6875
1739716779.9532492,150,73.0468978881836
1739716779.9562502,151,76.9531021118164
1739716779.9572487,151,77.34369659423828
1739716779.95825,151,77.34369659423828
1739716779.9682915,153,78.125
1739716779.9722922,154,76.9531021118164
1739716779.9753332,154,77.34369659423828
1739716779.9793334,155,77.34369659423828
1739716779.9828444,156,77.34369659423828
1739716779.9868517,156,75.3906021118164
1739716779.9979925,158,75.3906021118164
1739716780.0050414,159,76.1718978881836
1739716780.007042,160,76.1718978881836
1739716780.0111592,160,76.5625
1739716780.0182407,161,78.5156021118164
